InputStoryid,Enter sentence 1,Enter sentence 2,Enter sentence 3,Input sentence 4,Random Fifth Sentence Quiz 1,Random Fifth Sentence Quiz 2,Answer the right end
f558675a-1600-4c49-b0f8-8bb238e57d17,"Hermann was hungry, but had no money.",So he went around the house looking for change.,He found a quarter under the sofa and a dollar in the dresser.,Herman took out two dollars and walked to the shop.,Herman decided he wasn't hungry anymore.,Herman managed to buy some food and cook a small meal.,2
39a60eeb-95a3-481b-9e32-a9838d212c4e,Everyone loves Grandma's peach pie.,She makes them from peaches grown in the orchard.,The children's job was to go and pick peaches for the pies.,They always make sure to pick the best peaches.,Grandma wants to pick the peaches herself.,They were excited to bring the peaches to their grandmother.,2
5ccfaaba-fd87-4439-a947-a31fb8d943dd,Candice loves tacos.,"For all her love, her tacos were not very good.",Candice decided that she wanted to better her taco recipe.,She looks for a variety of different taco recipes.,Candace stuck to her original taco recipe.,Candice got better at making tortillas.,2
a447849b-07ec-40fc-a2d1-90a4ea497ffc,Tony loves art.,He decided to go to university and take art classes.,He took four years of art classes at university.,"When he came out, he couldn't find a job.",Tony was hired immediately and was successful.,Tony then went back to school to find a different major.,2
67a75c6a-e95f-4b50-879e-8fe0b3a6278f,Jenny's parents are divorced.,Jenny and her mother move to a small flat full of cockroaches.,"There was no stove, so the chicken pieces were cooked in the oven.","Jenny's mum ran out of money, so they went to the food bank.",Jenny is very excited about her new living situation.,Jenny was upset.,2
267b00f2-70b5-47ae-9fb8-26f990752396,Bill wants to lose weight.,"He has been trying for years, but lacks initiative.",He finally stopped being so hard on himself.,"Becoming more and more confident, he reaches his goals every week.",He is finally down to his ideal weight.,"After a month, he gave up.",1
d06e3657-9028-4d55-adf2-ad63bdbcf407,"While eating breakfast, I saw a lady.","She was lovely, so I called her over.",She sat down and we talked for hours.,We really hit it off.,The woman told me to leave her alone.,I have her phone number.,2
db50ca49-9ca7-4cdd-ab92-c9c627781747,Cindy has been open for a few months now.,But she has never driven in the rain.,She had to drive to school on a rainy day.,But she didn't dare.,Cindy asked her mother to drive her.,Cindy is very experienced.,1
ae34fa14-8288-44d9-a1e8-b56ce11408aa,I have compiled a list of facts and trivia.,I have them in a small booklet.,I printed a whole bunch of them.,I sold it as a coffee table or bathroom read.,I made a little money.,I am ashamed of what I have done.,1
27434ef9-0520-4aa2-836b-c0c800bdc981,Bob went to the thrift shop looking for deals.,He had his eye on a camera for sale for $5.,He went home and checked the values.,"To his surprise, the camera was worth $5,000!",He soon bought the camera.,He quickly bought the film.,1
78b13b6b-f8da-46f8-8eb7-a4c875bae08b,Rover loves to play fetch with his owner.,"One day, his owner threw the ball too hard.",It bounces around the street.,Rover weaves in and out of traffic with amazing skill.,He picked up the ball and brought it back to its owner.,He then ran off with the little ball.,1
2d4cb4d7-46f3-4cdf-989b-4f2c27f674b5,My mother had to drive across a train track.,Signed and drove and let the car pass.,"However, it was only a false alarm as a train was travelling nearby.",It is within a few feet of the car.,My mother jumped into the pool.,My mother slammed on the brakes just in time.,2
fbd3cadc-ed50-4384-91f2-cd769e228235,Kelly spent the summer working at Cedar Point.,"One day, while she was working, she found $20 on the floor!",She ran to the security booth and gave them $20.,"After a week, no one claimed the money.",Kelly was dismissed for dishonesty.,Kelly used the money to treat all her friends to ice cream.,2
d15127c8-80be-43a4-b6ae-bbb624f26be3,Alan wanted to test his typing speed.,He went to an online testing website to check.,It's surprisingly fast.,He tried to use it on his job application.,This helped him get a job in the office.,This helped him to find a job in construction.,1
35c15ec3-cf7b-4626-9c88-94ba6787eea1,Anne had just turned 50 when she discovered something disturbing.,Her hair is starting to look grey!,She thought about dyeing it to cover the grey.,Then she decided to respect her wisdom and her years.,She brushes her white hair with pride.,She dyed her hair blonde,1
f0fdfa37-a5cd-4afc-b01e-59ec46e2e249,Connie is invited to a party.,"When she arrived at the party, strange music was playing.",She looked around and everyone was doing a strange dance.,She was terrified and turned away.,She was terrified all the way home.,She decided to give it a go and returned to the party.,1
64b62db2-d6cd-4353-8834-1448d885e73b,I bought a car a few months ago.,I wanted to make it cooler by modifying it.,I made some changes and asked friends to help others.,Unfortunately it no longer passes our national test.,I got the car registered and drove it around all day.,I had to sell the car to another state.,2
886c5f73-22f4-4f15-8954-95a544c2bd04,Trent and his family left for a trip.,They packed all their suitcases and snacks and prepared to drive.,"In seventy-two hours, they will arrive in Las Vegas.","When it was Trent's turn to drive, he fell asleep.",Trent drove off the road and wrecked his car.,The group arrived in Las Vegas without incident.,1
2685ba6d-8b1c-462c-af50-ae5381d64172,Randy looked closely at the engagement ring in the jewellery shop.,He noticed a beautiful ring with a large diamond in the centre.,Randy asked the shop assistant if he could have a closer look at the ring.,The ring is even more beautiful when seen up close!,Randy bought the ring.,Randy screamed and ran away.,1
79ec2783-bf9c-4c84-985e-541ad687ef30,I went to the opera for the first time in my life.,My girlfriend likes to listen to the opera and I don't.,"They were playing in town, so I told her I would be there.","To my surprise, I actually had a lot of fun!",I went to a tennis match by myself and had a beer.,The performers were really talented and the music was beautiful.,2
90c53b34-57a6-41e1-b5a1-29d50387212b,Shay was asked to come to the office on Saturday.,They are having a business meeting and would like her to be there.,"Shay wanted the weekend off, but she agreed to come in.","When it came to payday, she saw that she had earned overtime on that Saturday.",Shay was upset with the company for mistreating her.,Shay was so pleased that she went into the office.,2
f26605e6-c3c2-4ea4-9a24-5c237bd92938,Our dog's name is Cinnamon.,She is very sweet and caring.,She began to grow old and frail.,We had to put her down because she was in pain.,The whole family mourns Laurel.,The whole family is happy that Beyoncé is leaving.,1
14126bab-64ca-4467-aa1b-0e80352cb136,I danced ballet for 11 years as a child.,"I love it, I love it, I love it, I love the way it breathes.",I got to a point where I wanted to excel to pointe ballet shoes.,My instructor told me that I wasn't ready and I was hurt by that.,I am very pleased.,I kept working hard and eventually I achieved excellent results.,2
624d9d5a-87f7-483e-8987-feca8924c212,May is Harry's favourite month.,Harry had his birthday in May and school was out for the holidays.,"Every May, Harry also goes to the countryside to see his friend Mary.",Mary and Harry eventually became engaged.,Harry loved Mary.,Harry doesn't like Mary.,1
764c6282-20a9-4f0f-9d1e-540409d0e102,Gina goes to her sixth hour of class.,That's the gym.,"Gina hates the gym, and all things related to it.",She freaked out when the teacher told them to run on the first day.,Gina felt amazing running.,Gina cried at the end.,2
29b08f00-d2bc-47b6-966e-6da1036f069a,I need to get the grass cut before it gets dark outside.,I rushed home with 2 hours of daylight left.,The mower ran out of air.,It's starting to rain.,I can't mow the lawn.,The lawnmower starts suddenly.,1
3e4078a2-9651-4fbf-82eb-043136dcfadd,I went for a ride with my grandparents.,I fell asleep in the back seat.,A fox darting across the road.,My grandfather slammed on the brakes.,The fox then leapt up behind our buggy.,We stopped in time to see the fox running across the road.,2
ed4c0e4e-ef66-49bb-b0e8-5f38bd3ba569,John likes a girl at work.,He tried to get her attention by playing dumb.,She called him a grown-up.,John admitted that he was trying to make her like him more.,John was delighted by the rejection.,The girl found this fascinating and gave him a second chance.,2
e40b2aad-3873-4b37-9d90-a264abfc7e74,Aurelia was given an ice cream maker for her birthday.,She had never thought about making good cream before.,She collected the ingredients for her first vanilla ice cream.,Aurelia was amazed at how delicious her homemade ice cream was.,She began brainstorming a new ice cream recipe.,She threw the ice cream in the bin.,1
e0a9d5b2-15cb-4f12-93b8-90953167efc0,Miriam argued about everything.,Her mother told her that it was a bad habit.,Miriam never ceases to be pedantic.,She later became a lawyer.,Miriam doesn't like to argue.,Miriam became a very successful lawyer.,2
a97be601-1dfc-4302-a72b-0978ffff81fd,I went on a field trip with my class.,"As we were driving to the location, our bus broke down.",We all waited for an hour for another car to come and pick us up.,The bus arrived and we all got on board and continued our journey.,"The site visit went very well, as we had hoped.",The bus never arrived and we missed the field trip.,1
d4452d09-c194-4796-aaf6-cd48d7e5120b,Last week I went to buy burgers for my family.,They couldn't even tell me what ingredients they wanted.,Everyone is constantly changing their mind.,In the end I just had to leave and decided to find a few random ones.,Only vegetables are eaten in my house.,My family is too demanding.,2
e0e7182d-d02d-4259-9fa5-9986f7d865ea,Alice has a presentation on Monday morning at 9am at work.,She spent the whole weekend practising to perfect her presentation.,"On Monday, she woke up to find it was 8.45am.",She dressed hastily and arrived at the office five minutes late.,Alice was a mess during the presentation.,Alice helped herself to some coffee and sat down to rest.,1
