InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,Satunnainenviides lauseQuiz1,Satunnainenviides lauseQuiz2,AnswerRightEnding
674a896b-c852-4475-92cd-0ec302276b80,Neil oli nauttinut kiinalaisesta ruoasta Hunanissa.,"Mutta hänelle kerrottiin, että mausteisempi ruoka on Szechuanin maakunnassa.",Kiinnostuneena hän lähti junalla sinne.,Sitten hän tilasi lautasellisen riisiä ja nuudeleita.,Hänestä tuntui kuin hänen suunsa olisi ollut tulessa.,Neil rakasti leivän syömistä.,1
7be7b198-e925-4349-8f62-68e6fd50994a,Vietin suurimman osan jälki-istunnostani nukkuen tunnilla.,"Opettajani käski minun herätä, koska nukkuminen ei ollut sallittua.",Yritin pysyä hereillä ja tehdä muutamia tehtäviä.,"Kun opettaja saattoi minut ulos luokasta, olin iloinen.","Kun pääsin kotiin, menin heti nukkumaan.","Opettaja oli tyytyväinen, että nukuin jälki-istunnossa.",1
c8830537-e768-43a8-b250-81bcf74a7976,Amanda katseli oravaa keräämässä tammenterhoja.,"Amandaa kiehtoi se, miten tehokas orava oli.","Amanda seurasi oravaa, kun se kantoi tammenterhot pesäänsä.","Amanda näki myös, kuinka orava oli hyvin varuillaan tammenterhojen kanssa.",Amanda nauttii luonnosta oppimisesta.,Amanda pitää luontoa tylsänä.,1
49ed13f1-0fd9-4cd8-b810-0c1971af59a5,"Terry rakastaa uintia, mutta hän ei koskaan oppinut sukeltamaan.",Hän hyppää aina veteen jalat edellä.,"Tänä kesänä Terry päättää, että hän haluaa oppia sukeltamaan vedessä.",Hän harjoittelee sukellusta kovasti joka päivä.,Terry toivoo paranevansa.,Terry on lopettanut uinnin.,1
127d62ef-d930-4258-8011-42f38662b067,Kaylee meni töihin Cedar Pointin huvipuistoon.,Työskennellessään Cedar Pointissa hän tapasi Jamesin.,"Kaylee ja James alkoivat pitää toisistaan, ja pian he alkoivat seurustella.",Vuotta myöhemmin James kosi Kayleeta.,Kaylee ja James menivät naimisiin syksyllä.,James oli surullinen kosinnasta.,1
93e752a9-e351-4148-98f2-3a6f1b89b3c6,Joanie oli haastattelemassa ensimmäistä työpaikkaansa.,Hän oli hyvin hermostunut.,Hän halusi todella saada paikan jäätelöliikkeestä.,Hänen mielestään haastattelu sujui melko hyvin.,"Hän kieltäytyi työstä, kun johtaja tarjosi sitä hänelle.",Seuraavana päivänä hänelle soitettiin ja hänelle tarjottiin työtä.,2
7e38da11-bd11-4368-b640-bcda32262763,Ana oli ahkera äiti.,Eräänä päivänä hän varasi itselleen iltapäivän kylpylässä.,Hänen koko vartaloaan hierottiin.,Hän kävi jopa vesiterapiassa.,"Jonain päivänä, hän sanoi itselleen, hän saisi kokovartalohieronnan.",Hän tunsi itsensä sen jälkeen suurenmoisen rentoutuneeksi ja tyytyväiseksi.,2
2490798c-c929-4518-be1b-60a7bf447f02,Bob oli Mechanical Turkin työntekijä.,Hän sai viidenkymmenen dollarin bonuksen.,"Bob oli iloinen, koska se oli suurin bonus, jonka hän oli saanut.","Bob laittoi silmälasit päähänsä ja tajusi, että se oli itse asiassa viisi dollaria.",Bob oli vielä onnellisempi kuin ennen.,"Bob oli yhä iloinen, mutta vähemmän innoissaan.",2
98e50567-1b6d-4763-ab4e-e9b8cb0de91d,Äiti ei halunnut tehdä illallista tänään.,Olimme kaikki hyvin nälkäisiä.,Hän käski meidän huolehtia itsestämme.,Söimme tänään päivälliseksi kylmiä muroja.,Olimme kaikki hyvin järkyttyneitä.,"Se oli paras ateria, jonka olemme koskaan syöneet.",1
0391b604-7929-45bf-bb70-3fc5cb9fab70,"Lapset olivat sisällä leikkimässä, kun he kuulivat musiikkia.",He juoksivat äitinsä luo ja anelivat vaihtorahaa.,Hän ojensi heille pari dollaria.,He lähtivät juoksemaan ulos ja saivat jäätelöauton kiinni.,Lapset heittivät rahat kadulle.,Lapset ostivat innoissaan jäätelötötteröitä.,2
eaf2de23-127a-4772-977e-a30f147d38dc,Halusimme mennä rannalle eräänä viikonloppuna.,Keskusteltuamme asiasta emme halunneet ajaa.,Etsimme netistä lentolippua.,Ostettuamme halvan lipun suuntasimme lentokentälle.,Nousimme lennolle rannalle.,Päätimme jatkaa ajamista lentokentän ohi rannalle.,1
581bd269-50db-4eef-8f73-ff34ac30f3ff,Susan heräsi aikaisin.,Hänen piti ruokkia eläimet ennen töitä.,"Hän huomasi, että hänen kanillaan oli pupuja.",Susan oli hyvin tyytyväinen niiden näkemisestä.,Susan lähti hyvin vihaisena.,Susan piti niistä hyvää huolta.,2
d9c4c9b2-9412-4a85-91eb-28fed5792764,Yritän aina mennä nukkumaan ajoissa.,Viime yönä olin koukussa katsomassa uutta tv-sarjaa.,"Ennen kuin tajusinkaan, oli jo todella myöhä.",Minun olisi pitänyt nukkua jo tunteja sitten.,Televisio-ohjelma oli saanut minut koukkuun.,Vihasin sitä televisiosarjaa.,1
9e84d7be-cf37-48c7-88a4-0b8fa8d60f5c,Howard oli eräänä aamuna iloinen.,Hän päätti viettää koko päivän nauttien elämästään.,Koko päivän töissä ollessaan hän kehui työtovereitaan.,Kotiin päästyään hän vei perheensä katsomaan elokuvaa ja syömään illallista.,"Howard oli onnellinen siitä, että hänellä oli ollut näin hyvä päivä.",Howard istui ja itki koko ajan.,1
2e52f1ec-fada-4834-b9ec-49d24504e07d,Trentin perhe omisti retkeilytarvikekaupan.,Trent inhosi telttailua.,Vanhemmat pakottivat hänet joka kesä retkeilemään.,Tänä kesänä Trent oli vastuussa nuotion ylläpitämisestä tuulessa.,Trent latasi kaksi kannullista sangriaa vanhempiensa huoneeseen.,Trent oli huolimaton ja aiheutti valtavan tulipalon.,2
cd681552-f7d4-4df2-b6eb-19f116383b4a,George päätti ostaa television.,Hän löysi haluamansa hienon television ja meni hakemaan sitä.,Muutamaa päivää myöhemmin George heräsi yllätykseen.,Hänen televisionsa oli varastettu.,"Hän kertoi asiasta poliisille, joka sanoi, etteivät he todennäköisesti löytäisi sitä.",Asiat olivat menneet juuri niin kuin hän oli toivonut.,1
8b3e5896-e1be-4ada-8e49-616acf0ec9b7,"Tommy oli 17-vuotias, kun hän värjäsi hiuksensa vaaleanpunaisiksi.",Hänen mielestään se oli punkia ja siistiä.,Jotkut hänen ystävistään olivat samaa mieltä.,Hänen vanhempansa pitivät sitä tyhmänä.,He pitivät Tommyn valitsemasta uudesta ilmeestä.,He pakottivat Tommyn ajamaan päänsä.,2
6de23ad3-39be-46ae-bc2f-eefa0a636059,Robbie tarvitsi apua autonsa lapioimisessa lumesta.,"Hän kirjoitti Facebookiin toivoen, että joku näkisi.",Cameron näki viestin ja tunsi myötätuntoa Robbieta ja hänen autoaan kohtaan.,"Koska Cameronilla oli vapaapäivä, hän sanoi voivansa auttaa.",Cameron tuli käymään ja auttoi Robbieta lapioimaan.,Cameron meni elokuviin ja katsoi Ghostbustersin.,1
1ab065d1-8ce6-419e-aed7-0937443df462,Ronald potkaisi kengät jalasta ja makasi sohvalla päiväunilla.,Herättyään hän meni laittamaan kenkiä jalkaansa.,"Mutta hän ei voinut pukea niitä, koska jouset puuttuivat!","Hän etsi kaikkialta, mutta ei löytänyt niitä.",Ronald laittoi kengät jalkaansa ja nyöritti ne.,Ronald meni etsimään lisää nauhoja.,2
acf1cc07-ead5-4a22-af08-36aef9bc1242,Sara sai tietää odottavansa lasta.,Hän selvisi yhdeksän raskauskuukauden yli.,"Eräänä päivänä lapsivesi meni, ja hänet vietiin sairaalaan.",Sara synnytti 4 tuntia.,Sara sai poikavauvan.,Sara otti päiväunet.,1
9eaf8117-275d-421c-a7b1-031caf44006f,Viime vuonna setäni osti metallinpaljastimen.,Hän vie sen rannalle joka viikonloppu.,Muutama kuukausi sitten hän löysi Rolexin.,Se oli muutaman sadan dollarin arvoinen.,Setäni vihaa rantaa.,Setäni nauttii harrastuksestaan.,2
75ce5041-1988-4e25-8c53-32f7a0a7a435,Menin vahtimaan 5-vuotiasta veljenpoikaani San Franciscossa.,Siskoni rohkaisi minua pyöräilemään lapsensa kouluun.,Pelkäsin pyöräillä kaupungin halki veljenpoikani kanssa.,Sen sijaan pyöräilimme Golden Gate Parkin läpi rannalle ja eläintarhaan.,Minulla ei ole siskoa.,Meillä oli hauskaa!,2
38b21dc3-18c1-4203-a8e5-2c1d9fa8a9f8,Alicen ystävät kutsuivat hänet lounaalle.,Hän ajoi tapaamaan heitä ravintolaan.,"Hänen ystävänsä odottivat pöydässä, mutta olivat jo tilanneet.","Kun hän sai ruokansa, he olivat jo syöneet.",Alicen mielestä hänen ystävänsä olivat hieman ajattelemattomia.,Alicen mielestä hänen ystävänsä olivat hyvin huomaavaisia.,1
83c5b5ed-ca29-4c90-abea-9df9d8d43cdb,Kävimme lasteni kanssa paikallisessa eläinsuojassa.,Katselimme pentuja ja kissanpentuja häkeissään.,Tyttäreni valitsivat ystävällisen koiranpennun.,He leikkivät hänen kanssaan ja hieroivat hänen vatsaansa.,Adoptoin pennun tyttärelleni.,Päätin ostaa hänelle sen sijaan suklaapatukan.,1
2dc6ed26-4720-42e9-a27c-dc71dd1af6f9,Zeke oli kyllästynyt elämään Amerikassa.,Hän päätti muuttaa Cozumeliin.,Hän meni Cozumelin rannalle ja osti maata.,Zeke päätti rakentaa talon tontille.,Zeke muutti sitten onnellisena Amerikkaan.,Zeke eli elämänsä hyvin onnellisena.,2
0318f3a8-92aa-4fa9-8d6e-01b4d87f17ec,Kelly halusi laivastoon.,Hän kysyi asiasta rekrytoijalta.,Hän kehotti häntä täyttämään hakemuksen.,Hän täytti sen ja toimitti sen.,Merivoimat vastasi hänelle nopeasti.,Ja Yhdysvaltain armeija palasi hänen luokseen.,1
6e39e409-bb18-482b-a8f2-54cec56943b4,Gina oli uuden koulunsa ruokasalissa.,Hän tunsi vain kaksi ihmistä koko koulussa.,Kumpikaan heistä ei ollut tässä lounashuoneessa.,Hän otti ruokansa ja meni ulos.,Ginalla oli hieno päivä.,Gina tunsi itsensä hyvin yksinäiseksi.,2
00ad2c65-acc5-41da-9661-5a63eca26dd6,Tänään lähdimme lentomatkalle.,"Kone oli hyvin suuri, ja minua pelotti.","Kun nousimme lentokoneeseen, äiti sanoi, että siitä tulee hauskaa.","Koneesta kuului paljon ääniä, mutta se ei ollut liian paha.","Vannoin, etten enää koskaan nouse lentokoneeseen.",En enää pelkää lentokoneita.,2
9c5a0b3e-2f04-4d67-80b1-93e290e9c475,Adam tarvitsi uuden baseball-lippiksen.,Hän katseli netissä erilaisia hattuja.,Hän valitsi täydellisen hatun ja tilasi sen.,Hän oli niin innoissaan saadessaan sen.,Hän heitti laatikon kaappiin.,"Ja hän avasi sen heti, kun se oli saapunut sinne.",2
eeba73c7-ebe6-46d0-9dfe-939e794a90b7,Neil oli juuri saapunut Pariisiin.,"Hän ei malttanut odottaa, että näkisi kaiken kulttuurin siellä!",Hän vietti ensimmäisen päivänsä taideteoksia katsellen.,Hän vieraili kolmessa museossa vain yhden päivän aikana!,"Neilistä tuntui hyvin onnelliselta ja tyytyväiseltä, että hän oli päässyt käymään.","Neil käytti kaikki rahansa liian nopeasti, eikä nähnyt enää koskaan taidetta.",1
d7a88126-58e6-4b96-93a1-6ad17df59064,Jessica valmistautui valmistumaan yliopistosta.,Hän teki kovasti töitä koulussa ja ajatteli ansaitsevansa palkinnon.,"Hänen isänsä tiesi, että Jessica halusi lomalle.",Valmistujaispäivänä Jessican isä yllätti hänet lipuilla.,Jessica oli hyvin onnellinen.,Jessica oli hyvin vihainen isälleen.,1
3e6e375f-2f96-4bd0-81b5-b7584e4734f7,Sandy oli ostanut uuden sängyn.,Hänen piti siivota huoneensa ennen kuin lähetti saapui.,Hänen oli myös päästävä eroon vanhasta sängystään.,Hänen ystävänsä Jim halusi hänen vanhan sänkynsä.,Sandy heitti sänkynsä pois.,Sandy myi Jimille vanhan sänkynsä.,2
79a52a70-4a06-4cda-9caa-77b3d819e610,Yliopistossa minulla oli kauheita professoreita.,He eivät osanneet opettaa oppilaita.,Niinpä opettelin opettamaan itseäni.,"Sen sijaan, että olisin mennyt tunnille, menin kirjastoon ja tein juuri niin.",Rakastin kaikkia professoreitani.,Itseni opettaminen auttoi minua pääsemään muita opiskelijoita edelle.,2
54c85959-aa11-443a-a1d9-0d54c02b2a18,"Timmy tiesi söpöstä tytöstä, jonka kanssa hän kävi koulua.",Eräänä päivänä hän seurasi naista kotiin.,"Hän pysähtyi kulmaan, kun mies seurasi häntä.","Timmy tajusi jääneensä kiinni, eikä ollut varma, mitä tehdä.",Hän tervehti ja he alkoivat jutella.,Hän sukelsi viileään veteen.,1
98254f4a-f06f-4f8e-9602-c92cb9298f33,Neil vieraili Egyptissä.,Hän lähti kiertoajelulle katsomaan Suuria pyramideja.,Hän tuijotti heitä ihmeissään.,Ne olivat niin valtavia ja koristeltuja!,Pyramidien mittakaava ja kauneus kiehtoi Neiliä.,"Neil ei malttanut odottaa pääsevänsä takaisin hotelliin, jotta hän voisi katsoa televisiota.",1
720c5b5e-1190-4d53-88dd-b4b6a41c06e6,Jen nukahti valkaisuaine hiuksissaan.,"Hänen tarkoituksenaan oli jättää se sisään vain noin viideksi minuutiksi, ei lähes tunniksi.","Kun hän huuhteli sen pois, hänen hiuksensa olivat valkoiset ja sinertävät.","Hän oli paniikissa, mutta hänen äitinsä sanoi, että he voivat korjata sen.",Jen laittoi lisää valkaisuaineita hiuksiinsa.,Jenin äiti korjasi Jenin värjäytyneet hiukset.,2
4bf5f0f2-24e3-4244-a80b-624024007a43,"Doug oli surullinen, että oli jouluaatto eikä lunta ollut.",Doug halusi vain valkoista joulua.,Hän rukoili Jumalalta lunta ja meni nukkumaan.,"Kun hän heräsi seuraavana aamuna, huone oli täynnä valoa.",Doug katsoi ulos ikkunasta ja näki valkoisen lumipeitteen.,Doug ei löytänyt lunta ja oli heti innoissaan.,1
6015f416-2703-4d14-937f-5612841d0445,Joe venytteli kääntyessään sängyssä.,"Hänen kellonsa näytti, että kello oli 10 aamulla.",Hän hyppäsi paniikissa sängystä.,Hänen hälytyksensä ei ollut soinut.,Joe myöhästyi töistä.,Joe nukahti takaisin.,1
89eb34ec-56c2-4bf3-9e03-69b0c90a03d3,"Nedin vaimo sanoi, että hän oli kuollut hiljaa nukkuessaan.","Hänen vaimonsa kertoi kaikille ystävilleen, ettei tiennyt miehen sairastuneen.","Hän vannoi, että se oli oudointa, mitä hän oli koskaan nähnyt.",Poliisi ei uskonut hänen tarinaansa ja pidätti hänet.,Poliisi ei kuulustellut häntä.,Hän palkkasi puolustusasianajajan.,2
55baff05-b025-458b-9cfb-9e9c7baa891f,Perheeni halusi lemmikin.,Kävimme lauantaina eläinkaupassa.,Näimme paljon koiria ja kissanpentuja.,Rakastuimme söpöön mustaan kissanpentuun.,Ostimme chihuahuan.,Ostimme kissanpennun.,2
c176e98c-4d7f-4f96-b838-a43acb72865c,Joen sisko laittoi aina testejään jääkaappiin.,Hän sai koko ajan kiitettäviä.,Joe ei koskaan saanut As-merkintää.,"Niinpä hän oli ylpeä, kun hän sai kotiin kiitettävän arvosanan oikeinkirjoitustehtävistään.",Hänen sisarensa onnitteli häntä.,Hän oli surullinen koko loppupäivän.,1
f0829acc-86fe-44f9-ac9f-4ca6ac2a7718,Adam ja Angel halusivat muuttaa pois ja hankkia oman asunnon.,He etsivät asuntoja verkossa viikkoja.,"He löysivät muutaman asunnon, joista he pitivät melko paljon.",He menivät katsomaan valitsemiaan asuntoja.,Lopulta he päättivät valita asunnon.,He erosivat sen jälkeen.,1
1c422263-4631-4d89-8e9f-34963938d3c9,Greta täytti kymmenen vuotta.,Hän halusi järjestää syntymäpäiväjuhlat.,Greta jakoi kutsuja koulun juhliin.,"Kun juhlapäivä koitti, kukaan ei tullut paikalle.","Greta oli iloinen, ettei kukaan tullut paikalle.","Greta oli hyvin surullinen, mutta hänen vanhempansa piristivät häntä.",2
2a001e11-a576-4043-a060-7b2e28658be7,Shari oli huolissaan.,"Hänen häänsä olivat huomenna, ja ne olivat ulkoseremonia.",Mutta sadetta ennustettiin!,Onneksi hääpäivä koitti sittenkin kirkkaana ja aurinkoisena.,Juhlat sujuivat ongelmitta.,Kaikki vieraat olivat lumen peitossa.,1
16a1ac09-7e39-401b-8a36-94fddf339b62,"Amy oli innoissaan, että oli jouluaatto.",Hän oli ollut erittäin hyvä koko vuoden.,Hän antoi listan lempileluistaan joulupukille ostoskeskuksessa.,"Hän kertoi, että hän saisi kaiken haluamansa.",Amy ei pitänyt joulusta lainkaan.,"Jouluna Amy sai juuri sen, mitä hän toivoi saavansa.",2
6516aa86-f856-4411-a128-2dbeba8102bd,Anna oli hoitanut puutarhaansa koko kesän.,Hän meni ulos sadonkorjuuseen.,Kaikki hedelmät ja vihannekset olivat valmiina!,Hän poimi ne yksi kerrallaan.,Anna ei pidä vihanneksista.,Hän sai runsaan sadon.,2
19f0abfb-d2b3-444a-a099-60b022deb653,Hannahin vanhemmat kirjoittivat hänet pianotunneille.,Ensimmäisen pianotuntinsa jälkeen Hannah oli lannistunut.,Hän yritti harjoitella niin kovaa kuin pystyi.,Hannah ei saanut sormiaan toimimaan kunnolla.,Hannah rakasti sormiaan.,Hannah luopui pianonsoitosta.,2
ad0ce734-b1cb-4dfb-aa2b-bd97c58da4c2,"Keira löysi miehen, jota hän piti vartijana.","Hänellä oli hyvä työpaikka, vaikuttava talo ja hän maksoi kaikki heidän treffinsä.",Muutaman kuukauden seurustelun jälkeen Keira alkoi suunnitella hääpukuaan.,"Ja sitten hän löi häntä, koska tämä poltti päivällisen.",Keira oli niin ylpeä uudesta poikaystävästään.,Keira ei voi jäädä tämän väkivaltaisen miehen kanssa.,2
9ddff691-93e2-4af9-a29a-e391be79cef7,Paimen avasi karsinan portin.,Hän lähetti koiransa laitumelle keräämään lampaita.,Koira ajoi lampaat porttia kohti.,Lampaat siirtyivät yhdessä karsinaan.,Sitten paimen palasi kotiinsa.,Sitten paimen päästi lampaat vapaaksi.,1
d3c29310-4502-47e9-9a6e-8b1178a0952f,Walter oli yksinäinen vaimonsa kuoleman jälkeen.,Hän tapasi mukavan naisen bingossa ja ystävystyi tämän kanssa.,"Hän tunsi kuitenkin syyllisyyttä siitä, mitä hänen edesmennyt vaimonsa saattaisi ajatella.","Walter näki elävän unen, jossa hänen edesmennyt vaimonsa rauhoitteli häntä.",Hän pyysi bingosta tulleen naisen kanssaan illalliselle.,"Hän päätti, ettei enää koskaan tapaile.",1
d582d1e8-c11a-4658-ab45-0755c17dd83d,Marina käveli kirjaston ohi.,Hän painoi kasvonsa alaspäin välttääkseen kasvojaan kohti tulevan kovan tuulen.,Yhtäkkiä putoheinä osui Marinan jalkoihin todella kovaa.,"Hän katsoi alas kohti jalkojaan, mutta hämmentyi.",Hän rakasti golfin pelaamista.,"Hän ei voinut uskoa, miten tuulista oli.",2
419d6f93-426a-458b-8e69-0a67e2e06ced,Pelasin eilen Powerball-peliä.,Valitsin numerot perheemme raamatusta.,Ostin lippuni hyvämaineiselta online-arpajaisagentilta.,"Rukoilin hermostuneena, kun voittonumerot arvottiin.",En voittanut.,"Olin pettynyt, kun voitin.",1
ae050b5c-4abe-4cdc-a1e5-401c0146d220,Amy opiskelee kasvibiologian jatkokurssia.,Hänellä on ensi viikolla koe fotosynteesistä.,Tiedot ovat monimutkaisia ja syvällisiä.,Hän kirjoitti siitä laulun painaakseen materiaalin helpommin mieleen.,"Amy reputti kokeen, koska hän ei ollut valmistautunut.","Hänen laulunsa auttoi häntä, ja hän pärjäsi hyvin.",2
143e9c51-729b-4891-888d-72b2a9e76438,"Kun valmistuin yliopistosta, olin niin hermostunut työn aloittamisesta.",Pystyin tuskin nukkumaan viikkoa ennen lähtöpäivää.,Päivänä olin pahoinvoiva ja hermostunut.,Vanhempieni onnitteluteksti piristi minua kuitenkin.,"Päädyin lähtemään aikaisin, koska olin sairas.",Minulla oli hieno ensimmäinen työpäivä.,2
52556e86-50fe-4617-9edc-91841103805a,Seitsemänvuotias Ben meni leikkimään ystävänsä Miken luokse.,"Mike tervehti Beniä, ja he menivät leikkimään Miken huoneeseen.",Ensin he leikkivät pitkään Miken nelikoptereilla.,Sitten he leikkivät kuorma-autoilla.,Heillä oli hauskaa yhdessä.,Mutta heillä ei ollut hauskaa.,1
19852081-0594-415f-924f-19b2e606a26e,Kay oli muuttamassa takaisin äitinsä luo.,Hän pakkasi surullisena tavaransa ja ajoi äitinsä luokse.,Hänen äitinsä auttoi häntä purkamaan autonsa.,Kayn tavaroille ei ollut tarpeeksi tilaa.,Kay joutui viemään osan tavaroistaan varastoon.,Kayn piti mennä ostamaan lisää tavaroita.,1
58429e2f-3bc1-497a-ab9b-13f0b840d7ea,Tytöt päättivät kokoontua illalliselle.,He toivat mukanaan myös perheensä.,Valitettavasti he joutuivat tappeluun.,Henkilökunnan oli heitettävä ne pois.,Tytöt olivat täysin hämmentyneitä.,Tytöillä oli hauskaa.,1
91a8783a-1db2-4047-afd5-0171b05c0ed6,Vinny oli aina toivonut tapaavansa oikean elokuvatähden.,"Hänen ystävänsä kertoivat hänelle, että elokuvatähden tapaaminen oli hyvin vaikeaa.",Hän ei kuitenkaan luopunut toivosta.,Eräänä päivänä Vinny näki Denzel Washingtonin kävelyllä.,Vinny jatkoi kävelyä.,Vinny sai ottaa kuvan hänen kanssaan.,2
d12c4ece-930d-40d6-85ea-9112993f3e33,"Kun olin seitsemänvuotias, menin kavereiden kanssa uimaan.",En osannut uida syvässä vedessä.,Liukastuin vahingossa altaan syvään osaan.,Luulin hukkuvani!,Syntymäpäiväni oli paras päivä ikinä.,Hengenpelastaja hyppäsi mukaan ja veti minut pois syvänteestä.,2
